id,season,team1,team2,toss_winner,toss_decision,winner,toss_win_match_win,target
1,2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,0,1
2,2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,1,0
3,2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
4,2017,Rising Pune Supergiant,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
5,2017,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,1,1
6,2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,1,0
7,2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
8,2017,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Punjab Kings,0,0
9,2017,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,Delhi Capitals,0,1
10,2017,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
11,2017,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
12,2017,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
13,2017,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,1,0
14,2017,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,0,1
15,2017,Delhi Capitals,Punjab Kings,Delhi Daredevils,bat,Delhi Capitals,0,1
16,2017,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
17,2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rising Pune Supergiant,0,1
18,2017,Delhi Capitals,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,0,0
19,2017,Sunrisers Hyderabad,Punjab Kings,Kings XI Punjab,field,Sunrisers Hyderabad,0,1
20,2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Royal Challengers Bangalore,0,1
21,2017,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,1,1
22,2017,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
23,2017,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,1,0
24,2017,Mumbai Indians,Delhi Capitals,Delhi Daredevils,field,Mumbai Indians,0,1
25,2017,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,1,0
26,2017,Punjab Kings,Gujarat Lions,Gujarat Lions,field,Punjab Kings,0,1
27,2017,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,1
28,2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Rising Pune Supergiant,0,1
29,2017,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
30,2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,1,0
31,2017,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
32,2017,Sunrisers Hyderabad,Punjab Kings,Kings XI Punjab,field,Sunrisers Hyderabad,0,1
33,2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rising Pune Supergiant,0,1
34,2017,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,Mumbai Indians,0,0
35,2017,Delhi Capitals,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
36,2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,0,1
37,2017,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Mumbai Indians,0,0
38,2017,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,1,0
39,2017,Sunrisers Hyderabad,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
40,2017,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,1,0
41,2017,Gujarat Lions,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
42,2017,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,0,1
43,2017,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rising Pune Supergiant,0,1
44,2017,Mumbai Indians,Delhi Capitals,Delhi Daredevils,field,Mumbai Indians,0,1
45,2017,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
46,2017,Punjab Kings,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,1,0
47,2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sunrisers Hyderabad,0,0
48,2017,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,0,1
49,2017,Gujarat Lions,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
50,2017,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0,1
51,2017,Delhi Capitals,Rising Pune Supergiant,Delhi Daredevils,bat,Delhi Capitals,0,1
52,2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,1,0
53,2017,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,0,1
54,2017,Punjab Kings,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,1,0
55,2017,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,1,1
56,2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Rising Pune Supergiant,0,1
57,2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
58,2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
59,2017,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Mumbai Indians,1,1
60,2008,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,1
61,2008,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,1,1
62,2008,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,0,0
63,2008,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,0
64,2008,Sunrisers Hyderabad,Kolkata Knight Riders,Deccan Chargers,bat,Kolkata Knight Riders,0,0
65,2008,Punjab Kings,Rajasthan Royals,Kings XI Punjab,bat,Rajasthan Royals,0,0
66,2008,Sunrisers Hyderabad,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,0,0
67,2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,0,1
68,2008,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
69,2008,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0,1
70,2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
71,2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,0,0
72,2008,Mumbai Indians,Sunrisers Hyderabad,Deccan Chargers,field,Sunrisers Hyderabad,0,0
73,2008,Delhi Capitals,Punjab Kings,Delhi Daredevils,bat,Punjab Kings,0,0
74,2008,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,1,1
75,2008,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,0,0
76,2008,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,0,1
77,2008,Sunrisers Hyderabad,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
78,2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,1,1
79,2008,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,0,0
80,2008,Sunrisers Hyderabad,Royal Challengers Bangalore,Deccan Chargers,bat,Royal Challengers Bangalore,0,0
81,2008,Punjab Kings,Kolkata Knight Riders,Kings XI Punjab,bat,Punjab Kings,0,1
82,2008,Mumbai Indians,Delhi Capitals,Delhi Daredevils,field,Mumbai Indians,0,1
83,2008,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,0,0
84,2008,Royal Challengers Bangalore,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
85,2008,Chennai Super Kings,Sunrisers Hyderabad,Deccan Chargers,field,Sunrisers Hyderabad,0,0
86,2008,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
87,2008,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,1,0
88,2008,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,1,1
89,2008,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
90,2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
91,2008,Chennai Super Kings,Punjab Kings,Kings XI Punjab,field,Chennai Super Kings,0,1
92,2008,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,1,1
93,2008,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
94,2008,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Punjab Kings,0,0
95,2008,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,1,1
96,2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
97,2008,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,0,1
98,2008,Delhi Capitals,Sunrisers Hyderabad,Deccan Chargers,field,Delhi Capitals,0,1
99,2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,1,0
100,2008,Delhi Capitals,Punjab Kings,Delhi Daredevils,bat,Punjab Kings,0,0
101,2008,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,0,1
102,2008,Mumbai Indians,Sunrisers Hyderabad,Deccan Chargers,field,Mumbai Indians,0,1
103,2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,0,0
104,2008,Royal Challengers Bangalore,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
105,2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
106,2008,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0,1
107,2008,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,1,1
108,2008,Sunrisers Hyderabad,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
109,2008,Mumbai Indians,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
110,2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,1,1
111,2008,Royal Challengers Bangalore,Sunrisers Hyderabad,Deccan Chargers,field,Royal Challengers Bangalore,0,1
112,2008,Punjab Kings,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,0,0
113,2008,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
114,2008,Sunrisers Hyderabad,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,0,0
115,2008,Rajasthan Royals,Delhi Capitals,Delhi Daredevils,field,Rajasthan Royals,0,1
116,2008,Punjab Kings,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,0,0
117,2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
118,2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,0,1
119,2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,1,1
120,2009,Punjab Kings,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
121,2009,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Sunrisers Hyderabad,0,0
122,2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,1,1
123,2009,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
124,2009,Sunrisers Hyderabad,Royal Challengers Bangalore,Deccan Chargers,bat,Sunrisers Hyderabad,0,1
125,2009,Delhi Capitals,Chennai Super Kings,Delhi Daredevils,bat,Delhi Capitals,0,1
126,2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,0,1
127,2009,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Punjab Kings,0,0
128,2009,Sunrisers Hyderabad,Mumbai Indians,Deccan Chargers,bat,Sunrisers Hyderabad,0,1
129,2009,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,0,0
130,2009,Punjab Kings,Rajasthan Royals,Kings XI Punjab,bat,Punjab Kings,0,1
131,2009,Chennai Super Kings,Sunrisers Hyderabad,Deccan Chargers,field,Sunrisers Hyderabad,0,0
132,2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,1,1
133,2009,Delhi Capitals,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,0,0
134,2009,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Royal Challengers Bangalore,0,0
135,2009,Punjab Kings,Mumbai Indians,Kings XI Punjab,bat,Punjab Kings,0,1
136,2009,Sunrisers Hyderabad,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
137,2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,0,1
138,2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,1,1
139,2009,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,1,1
140,2009,Sunrisers Hyderabad,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,0,0
141,2009,Chennai Super Kings,Delhi Capitals,Delhi Daredevils,field,Chennai Super Kings,0,1
142,2009,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Punjab Kings,0,0
143,2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,0
144,2009,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,1,1
145,2009,Rajasthan Royals,Punjab Kings,Kings XI Punjab,field,Rajasthan Royals,0,1
146,2009,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,0,0
147,2009,Sunrisers Hyderabad,Mumbai Indians,Deccan Chargers,bat,Sunrisers Hyderabad,0,1
148,2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,1,0
149,2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,1,1
150,2009,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,0,0
151,2009,Sunrisers Hyderabad,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
152,2009,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,0,0
153,2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,1,1
154,2009,Kolkata Knight Riders,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
155,2009,Sunrisers Hyderabad,Rajasthan Royals,Deccan Chargers,bat,Sunrisers Hyderabad,0,1
156,2009,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0
157,2009,Punjab Kings,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,0,0
158,2009,Delhi Capitals,Sunrisers Hyderabad,Deccan Chargers,field,Delhi Capitals,0,1
159,2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore,0,0
160,2009,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,1,1
161,2009,Delhi Capitals,Punjab Kings,Kings XI Punjab,field,Punjab Kings,0,0
162,2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,0,0
163,2009,Kolkata Knight Riders,Sunrisers Hyderabad,Deccan Chargers,field,Sunrisers Hyderabad,0,0
164,2009,Punjab Kings,Sunrisers Hyderabad,Deccan Chargers,field,Punjab Kings,0,1
165,2009,Delhi Capitals,Rajasthan Royals,Delhi Daredevils,bat,Delhi Capitals,0,1
166,2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,0,0
167,2009,Delhi Capitals,Royal Challengers Bangalore,Delhi Daredevils,bat,Royal Challengers Bangalore,0,0
168,2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
169,2009,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,1,1
170,2009,Mumbai Indians,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
171,2009,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,1,1
172,2009,Delhi Capitals,Sunrisers Hyderabad,Deccan Chargers,field,Sunrisers Hyderabad,0,0
173,2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0
174,2009,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,0,1
175,2010,Kolkata Knight Riders,Sunrisers Hyderabad,Deccan Chargers,field,Kolkata Knight Riders,0,1
176,2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,1,1
177,2010,Punjab Kings,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
178,2010,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0
179,2010,Sunrisers Hyderabad,Chennai Super Kings,Deccan Chargers,bat,Sunrisers Hyderabad,0,1
180,2010,Rajasthan Royals,Delhi Capitals,Delhi Daredevils,field,Delhi Capitals,0,0
181,2010,Punjab Kings,Royal Challengers Bangalore,Kings XI Punjab,bat,Royal Challengers Bangalore,0,0
182,2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,1,1
183,2010,Mumbai Indians,Delhi Capitals,Delhi Daredevils,field,Mumbai Indians,0,1
184,2010,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0
185,2010,Delhi Capitals,Chennai Super Kings,Delhi Daredevils,bat,Chennai Super Kings,0,0
186,2010,Sunrisers Hyderabad,Punjab Kings,Kings XI Punjab,field,Sunrisers Hyderabad,0,1
187,2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,1,1
188,2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Royal Challengers Bangalore,0,0
189,2010,Sunrisers Hyderabad,Delhi Capitals,Deccan Chargers,bat,Sunrisers Hyderabad,0,1
